iter	Passed	Remaining
860	29213	4716
861	29253	4683
862	29293	4650
863	29333	4617
864	29374	4584
865	29413	4551
866	29458	4518
867	29496	4485
868	29532	4451
869	29573	4419
870	29609	4385
871	29645	4351
872	29683	4318
873	29723	4285
874	29776	4253
875	29816	4220
876	29856	4187
877	29898	4154
878	29938	4121
879	30009	4092
880	30049	4058
881	30085	4025
882	30121	3991
883	30158	3957
884	30200	3924
885	30237	3890
886	30274	3856
887	30311	3823
888	30346	3789
889	30381	3754
890	30417	3721
891	30454	3687
892	30489	3653
893	30527	3619
894	30566	3586
895	30606	3552
896	30644	3518
897	30680	3484
898	30718	3451
899	30762	3418
900	30803	3384
901	30845	3351
902	30887	3317
903	30925	3284
904	30962	3250
905	30999	3216
906	31034	3182
907	31075	3148
908	31124	3115
909	31165	3082
910	31214	3049
911	31256	3015
912	31297	2982
913	31339	2948
914	31399	2916
915	31443	2883
916	31487	2849
917	31535	2816
918	31582	2783
919	31626	2750
920	31682	2717
921	31720	2683
922	31780	2651
923	31822	2617
924	31862	2583
925	31903	2549
926	31974	2517
927	32010	2483
928	32045	2449
929	32080	2414
930	32117	2380
931	32162	2346
932	32205	2312
933	32243	2278
934	32280	2244
935	32320	2209
936	32371	2176
937	32424	2143
938	32461	2108
939	32496	2074
940	32531	2039
941	32569	2005
942	32608	1971
943	32644	1936
944	32681	1902
945	32717	1867
946	32752	1833
947	32788	1798
948	32837	1764
949	32874	1730
950	32910	1695
951	32945	1661
952	32981	1626
953	33020	1592
954	33059	1557
955	33095	1523
956	33133	1488
957	33186	1454
958	33224	1420
959	33261	1385
960	33300	1351
961	33339	1316
962	33382	1282
963	33421	1248
964	33459	1213
965	33495	1178
966	33532	1144
967	33570	1109
968	33609	1075
969	33643	1040
970	33680	1005
971	33718	971
972	33756	936
973	33791	902
974	33831	867
975	33869	832
976	33904	798
977	33940	763
978	33976	728
979	34014	694
980	34048	659
981	34083	624
982	34121	590
983	34161	555
984	34198	520
985	34233	486
986	34268	451
987	34308	416
988	34345	382
989	34382	347
990	34420	312
991	34460	277
992	34499	243
993	34535	208
994	34571	173
995	34609	138
996	34648	104
997	34685	69
998	34721	34
999	34759	0
